record_id,Buyer.County of Origin,Buyer.Full Name,Buyer.Origin,Buyer.State of Origin,Seller.County of Origin,Seller.Full Name,Seller.Origin,Seller.State of Origin,Slave.Age,Slave.Gender,Slave.Name,Slave.Skin Color,Transaction.Date,Transaction.Number of Adult Slaves,Transaction.Number of Child Slaves,Transaction.Number of Total Slaves Purchased,Transaction.Sale Details.Discount Rate,Transaction.Sale Details.Payment Method,Transaction.Sale Details.Predicted Interest Rate,Transaction.Sale Details.Price,Transaction.Sale Details.Prices Listed
5496,New Orleans,Marcellus A. Foutant,"New Orleans, LA",LA,New Orleans,Needler Robinson Jennings,"New Orleans, LA",LA,35,F,Mattie,Mulatto,5/9/1859,1,3,4,0.00587886,Cash and Credit,0.07287264,2200,1
5497,Plaquemines,Adelina Terrebonne et. al.,"Plaquemines, LA",LA,Jefferson,Antoine  Pisani,"Jefferson, LA",LA,23,M,Victor,Mulatto,5/20/1859,1,0,1,0.00602698,"Exchange, Cash",0.07477,0,1
5498,Jefferson,Antoine  Pisani,"Jefferson, LA",LA,Plaquemines,Adelina Terrebonne et. Al,"Plaquemines, LA",LA,15,M,Joseph,Mulatto,5/20/1859,1,0,1,0.00602698,"Exchange, Cash",0.07477,0,1
5499,New Orleans,Eli Franklin Harrell,"New Orleans, LA",LA,New Orleans,Joseph Cummings Wiggins,"New Orleans, LA",LA,17,F,Rosa,Mulatto,3/1/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
5500,New Orleans,John B. Womack,"New Orleans, LA",LA,New Orleans,Eli Franklin Harrell,"New Orleans, LA",LA,17,F,Rosa,Mulatto,5/19/1859,1,0,1,0.00602698,Cash,0.07477,1060,1
5501,New Orleans,James L. Powers,"New Orleans, LA",LA,New Orleans,Byron Milton Pond,"New Orleans, LA",LA,25,M,Joe,Negro,5/18/1859,1,0,1,0.00602698,Cash,0.07477,1250,1
5502,New Orleans,William L. Lanier,"New Orleans, LA",LA,Louisville,William Augustus Barnes,"Louisville, KY",KY,35,M,Alfred Minor,Negro,5/16/1859,1,0,1,0.00602698,Cash,0.07477,1250,1
5503,New Orleans,Mary Jane Brinkman,"New Orleans, LA",LA,Adams,Richard D. Chotard,"Adams, MS",MS,-1,M,Henry,Griff,5/20/1859,1,0,1,0.005790818,Cash and Credit,0.07174632,1020,1
5504,New Orleans,Luico Mitchell Foster,"New Orleans, LA",LA,New Orleans,Thomas R. Foster Jr.,"New Orleans, LA",LA,60,M,John,Negro,5/24/1859,2,0,2,0.00602698,Credit,0.07477,0,1
5505,New Orleans,John Eaton,"New Orleans, LA",LA,New Orleans,Pierre Poursine,"New Orleans, LA",LA,22,F,Genevieve / Frances,Mulatto,5/14/1859,1,2,3,0.006202525,Credit,0.07702264,1700,1
5506,New Orleans,H. Kandall Carter,"New Orleans, LA",LA,Franklin,Ebenezer Bleeker,"Franklin, MS",MS,30,M,Holmes,Negro,5/26/1859,1,0,1,0.00602698,Cash,0.07477,1400,1
5507,Terrebonne,J. B. Robinson,"Terrebonne, LA",LA,Edenton,Theodorick J. Bland,"Edenton, NC",NC,26,M,Henry,Unknown,5/21/1859,2,0,2,0.00602698,Cash,0.07477,2700,1
5508,New Orleans,Adeline Davis,"New Orleans, LA",LA,New Orleans,Ephraim B. Bishop,"New Orleans, LA",LA,38,F,Milley,Griff,5/13/1859,1,0,1,0.00602698,Cash,0.07477,600,1
5509,New Orleans,Otto Henry Karstendic,"New Orleans, LA",LA,Caddo,Hamilton Harris,"Caddo, LA",LA,32,M,Spencer,Negro,5/21/1859,2,0,2,0.00602698,Cash,0.07477,1600,2
5510,New Orleans,Elbert Gantt,"New Orleans, LA",LA,New Orleans,Emilie Demoruelle,"New Orleans, LA",LA,17,F,Lucinda,Mulatto,5/26/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
5511,New Orleans,Widow of George Eustis Unknown,"New Orleans, LA",LA,New Orleans,Heirs of George Eustis Unknown,"New Orleans, LA",LA,-1,F,Helen,Unknown,5/3/1859,3,0,3,0.00602698,Cash,0.07477,2600,1
5512,New Orleans,Mathilde Eustis,"New Orleans, LA",LA,New Orleans,Heirs of George Eustis Unknown,"New Orleans, LA",LA,-1,F,Jenny,Unknown,5/3/1859,1,0,1,0.00602698,Cash,0.07477,750,1
5513,New Orleans,Jedediah Waterman,"New Orleans, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, LA",LA,19,F,Eliza Jane Smallwood,Negro,5/27/1859,1,0,1,0.00602698,Exchange,0.07477,1500,1
5514,Baltimore,Bernard Moore Campbell,"Baltimore, LA",LA,New Orleans,Jedediah Waterman,"New Orleans, LA",LA,17,F,Ellen Rose,Negro,5/27/1859,1,0,1,0.00602698,Exchange,0.07477,1500,1
5515,New Orleans,Felcide Cannon,"New Orleans, LA",LA,New Orleans,Galathee Mahe Desportes,"New Orleans, LA",LA,31,F,Maria,Negro,5/19/1859,1,0,1,0.00602698,Cash,0.07477,800,1
5516,Unknown,Hansen B. Cresap,"Unknown, Unknown",Unknown,Unknown,Sargent Pratt,"Unknown, Unknown",Unknown,37,M,Abraham,Negro,5/17/1859,2,0,2,0.00602698,Cash,0.07477,1060,2
5517,New Orleans,Nicholas Mareno Benachi,"New Orleans, LA",LA,New Orleans,Marie Elizabeth Elodie Lacoste,"New Orleans, LA",LA,39,F,Catherine,Negro,5/27/1859,1,0,1,0.00602698,Cash,0.07477,1100,1
5518,New Orleans,Hughes Hyllested & Co. Unknown,"New Orleans, LA",LA,New Orleans,Susan Oswald,"New Orleans, LA",LA,21,M,Robert,Mulatto,5/25/1859,1,0,1,0.00602698,Cash,0.07477,1400,1
5519,Avoyelles,Eimee Lacour,"Avoyelles, LA",LA,Richmond,Jeremiah Smith,"Richmond, VA",VA,13,F,Mathilda,Mulatto,5/30/1859,1,0,1,0.00602698,Cash,0.07477,1050,1
5520,New Orleans,Jane Fossett,"New Orleans, LA",LA,New Orleans,Susan Oswald,"New Orleans, LA",LA,30,M,Andre,Mulatto,5/26/1859,1,0,1,0.00602698,Cash,0.07477,1600,1
5521,New Orleans,Felix Camors,"New Orleans, LA",LA,New Orleans,Marie Thereze Petitpain,"New Orleans, LA",LA,19,M,Davy / Prince Albert,Negro,5/30/1859,1,0,1,0.00602698,Cash,0.07477,1250,1
5522,New Orleans,Letitia Shelby Todd,"New Orleans, LA",LA,New Orleans,Godfrey B. Neagle,"New Orleans, LA",LA,25,F,Emeline,Negro,5/30/1859,1,0,1,0.00602698,Cash,0.07477,1175,1
5523,Lafayette,Sydney Singleton,"Lafayette, LA",LA,Richmond,Jeremiah Smith,"Richmond, VA",VA,19,F,Mary,Negro,5/31/1859,1,1,2,0.00602698,Cash,0.07477,1475,1
5524,New Orleans,Richard Francis,"New Orleans, LA",LA,New Orleans,William E. Wheelwright,"New Orleans, LA",LA,21,F,Rosanna,Mulatto,5/31/1859,1,0,1,0.00602698,Cash,0.07477,1300,1
5525,Iberville,Joseph Richard Hardy Porter,"Iberville, LA",LA,New Orleans,Robert Henry Elam,"New Orleans, LA",LA,18,F,Martha,Negro,5/31/1859,1,0,1,0.00602698,Cash,0.07477,1100,1
5526,Unknown,Davis & Barrow Unknown,"Unknown, Unknown",Unknown,New Orleans,Frank P. Bueknere,"New Orleans, LA",LA,16,F,Susan Ann,Yellow,5/31/1859,1,0,1,0.00602698,Cash,0.07477,1275,1
5527,New Orleans,James Edwards,"New Orleans, LA",LA,Orleans,L. Nicholas Adolphe Rinck,"Orleans, LA",LA,25,F,Mimi / Precilla,Griff,5/31/1859,1,0,1,0.00602698,Cash,0.07477,1400,1
5528,New Orleans,William Paige Sunderland,"New Orleans, LA",LA,New Orleans,Helen Parmeld Littlefield,"New Orleans, LA",LA,32,M,Stephen,Negro,5/31/1859,1,0,1,0.00602698,Cash,0.07477,1500,1
5529,New Orleans,Leon Bear,"New Orleans, LA",LA,New Orleans,Jean Felix Edouard Dussumier,"New Orleans, LA",LA,16,F,Frances,Griff,5/30/1859,1,1,2,0.00602698,Cash,0.07477,1200,1
5530,St. Landry,Francois Robin,"St. Landry, LA",LA,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,23,M,James Hopkins,Negro,5/31/1859,5,0,5,0.00602698,Cash,0.07477,7500,1
5531,New Orleans,Edward Thomas Parker,"New Orleans, LA",LA,New Orleans,James Peter  Freret,"New Orleans, LA",LA,32,F,Lucy,Negro,5/29/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
5532,New Orleans,Pierre  Nougue,"New Orleans, LA",LA,New Orleans,Louise Rondeau,"New Orleans, LA",LA,17,M,John,Mulatto,5/25/1859,1,0,1,0.00587886,Cash and Credit,0.07287264,1000,1
5533,Iberville,George Wailes,"Iberville, LA",LA,Unknown,Louise Virginie Adams,"Unknown, Unknown",Unknown,18,F,Alix ,Mulatto,5/27/1859,1,0,1,0.00602698,Cash,0.07477,1300,1
5534,New Orleans,Antonio Rodi,"New Orleans, LA",LA,New Orleans,Adelaide Vinot,"New Orleans, LA",LA,5,F,Julia,Negro,6/1/1859,1,0,1,0.00602698,Cash,0.07477,500,1
5535,New Orleans,William Franklin Goldthwaite,"New Orleans, LA",LA,New Orleans,Emile Duplantier,"New Orleans, LA",LA,20,F,Estelle,Creole Mulatto,5/31/1859,1,0,1,0.00602698,Cash,0.07477,1250,1
5536,New Orleans,Lucile Winchester Hills,"New Orleans, LA",LA,New Orleans,Angela Pyroux,"New Orleans, LA",LA,23,F,Marie,Mulatto,5/23/1859,1,0,1,0.00602698,Cash,0.07477,1300,1
5537,New Orleans,Alexander J. Dyas,"New Orleans, LA",LA,Caddo,Hannibel Harris,"Caddo, LA",LA,14,M,Gilbert,Negro,5/21/1859,2,0,2,0.00602698,Cash,0.07477,2600,1
5538,New Orleans,Jean Baptiste Plauche,"New Orleans, LA",LA,New Orleans,Louis Edward Forstall,"New Orleans, LA",LA,16.5,M,Alfred,Griff,5/16/1859,1,0,1,0.00602698,Cash,0.07477,1500,1
5539,New Orleans,Gustave Porre,"New Orleans, LA",LA,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,15,F,Elizabeth Goff,Negro,5/31/1859,1,0,1,0.00602698,Cash,0.07477,1400,1
5540,St. Landry,Josephine Uramantine Magnan,"St. Landry, LA",LA,Montgomery,Edwin Bernard,"Montgomery, AL",AL,13,F,Ellen,Negro,6/1/1859,1,0,1,0.00602698,Cash,0.07477,1100,1
5541,Unknown,H. Simmons & Co Unknown,"Unknown, Unknown",Unknown,Unknown,E. W. Huntington,"Unknown, Unknown",Unknown,21,M,John,Unknown,4/26/1859,1,0,1,0.00602698,Cash,0.07477,630,1
5542,New Orleans,Jedediah Waterman,"New Orleans, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,25,F,Eliza Jane Smallwood,Negro,5/27/1859,1,0,1,0.006202525,Credit,0.07702264,1500,1
5543,Unknown,Peter  Markey,"Unknown, Unknown",Unknown,Unknown,Richard P.  Rice,"Unknown, Unknown",Unknown,21,F,Myrthe,Mulatto,5/28/1859,1,1,2,0.00602698,Cash,0.07477,975,1
5544,New Orleans,Manuel Etienne Garcia,"New Orleans, LA",LA,Orleans,Eliza Fortier,"Orleans, LA",LA,18,M,Osborn,Mulatto,5/25/1859,1,0,1,0.00602698,Cash,0.07477,1400,1
5545,New Orleans,Nicolas Jolly,"New Orleans, LA",LA,New Orleans,Marguerite Anais Deneufbourg,"New Orleans, LA",LA,39,F,Vaine/Vainac/Felicite,Griff,6/3/1859,1,0,1,0.006114795,Credit,0.07589632,300,1
5546,New Orleans,Jeanne Heloise Freret,"New Orleans, LA",LA,New Orleans,Agna de la Grave,"New Orleans, LA",LA,47,F,Felicy,Negro,6/4/1859,1,0,1,0.00602698,Cash,0.07477,1000,1
5547,New Orleans,Joseph J. Marion,"New Orleans, LA",LA,New Orleans,Jose Gonzales,"New Orleans, LA",LA,38,F,Elmira,Negro,6/3/1859,1,3,4,0.00602698,Cash,0.07477,1791,1
5548,New Orleans,Ernestine Toussaint,"New Orleans, LA",LA,New Orleans,Jean Baptiste Toussaint,"New Orleans, LA",LA,21,M,Tommy,Griff,6/4/1859,1,0,1,0.00587886,Cash and Credit,0.07287264,1000,1
5549,New Orleans,Sosthene Andry,"New Orleans, LA",LA,New Orleans,Manuel Alzar,"New Orleans, LA",LA,28,F,Clara,Negro,6/6/1859,1,1,2,0.00602698,Cash,0.07477,1200,1
5550,New Orleans,William Alfred Freret,"New Orleans, LA",LA,New Orleans,David Resolve Godwin,"New Orleans, LA",LA,45,M,Reuban,Negro,6/4/1859,1,0,1,0.00602698,Cash,0.07477,1350,1
5551,New Orleans,Felix Camors,"New Orleans, LA",LA,New Orleans,Jean Valentin Cathalougne,"New Orleans, LA",LA,18,M,Armand,Griff,6/3/1859,1,0,1,0.00602698,Cash,0.07477,1425,1
5552,New Orleans,Lewis Goldsmith,"New Orleans, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,25,F,Amanda Singleton,Negro,6/4/1859,1,3,4,0.00602698,Cash,0.07477,2400,1
5553,New Orleans,John Welsh,"New Orleans, LA",LA,New Orleans,John Martin Brooks,"New Orleans, LA",LA,17,M,Gilbert,Negro,6/1/1859,1,0,1,0.00602698,Cash,0.07477,975,1
5554,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,Yalobusha,Henry B. Sherman,"Yalobusha, MS",MS,25,M,Lafayette,Negro,5/28/1859,1,0,1,0.006114795,Credit,0.07589632,780,1
5555,New Orleans,Aaron Harris,"New Orleans, LA",LA,New Orleans,Maria Louisa Jolles,"New Orleans, LA",LA,28,F,Prescilla,Negro,6/6/1859,1,0,1,0.00602698,Cash,0.07477,1300,1
5556,New Orleans,Phillip Charbonnet,"New Orleans, LA",LA,New Orleans,Louisa Therese Leroy,"New Orleans, LA",LA,44,M,Jean Jacques,Creole Negro,6/8/1859,1,0,1,0.005790818,Cash and Credit,0.07174632,725,1
5557,New Orleans,Henry Hirsch,"New Orleans, LA",LA,New Orleans,Seraphine Pilie,"New Orleans, LA",LA,25,F,Harriet,Negro,6/8/1859,1,0,1,0.00602698,Cash,0.07477,960,1
5558,New Orleans,Laurence M. Grunbuf,"New Orleans, LA",LA,Howard,Humphary Taylor,"Howard, MS",MS,15,F,Missouri,Negro,6/3/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
5559,New Orleans,Levi Pierce,"New Orleans, LA",LA,Richmond,Jeremiah Smith,"Richmond, VA",VA,25,M,Henry,Negro,6/8/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
5560,Madison,Lewis G. Jones,"Madison, MS",MS,Richmond,Jeremiah Smith,"Richmond, VA",VA,18,M,Henry,Griff,6/8/1859,1,0,1,0.00602698,Cash,0.07477,1550,1
5561,New Orleans,Walter Bennett,"New Orleans, LA",LA,New Orleans,James Saul,"New Orleans, LA",LA,38,F,Mathilda,Mulatto,6/4/1859,1,0,1,0.00602698,Cash,0.07477,800,1
5562,New Orleans,Francois Tartoux,"New Orleans, LA",LA,New Orleans,Mary Julia Alix Weysham,"New Orleans, LA",LA,55,M,Auguste,Griff,7/2/1859,1,0,1,0.00602698,Cash,0.07477,250,1
5563,New Orleans,Pierre Petitjean,"New Orleans, LA",LA,New Orleans,Antoine Hippolyte Boyer,"New Orleans, LA",LA,24,M,Robert,Negro,6/23/1859,1,0,1,0.00587886,Credit,0.07287264,1325,1
5564,Jefferson,Vital Lapeyrolerie,"Jefferson, LA",LA,Jefferson,Guillaume Dauduc,"Jefferson, LA",LA,25,F,Elizabeth / Eliza,Negro,6/30/1859,1,3,4,0.00602698,Cash,0.07477,616.67,1
5565,Jefferson,Jean Martial Lapeyrolerie,"Jefferson, LA",LA,Jefferson,Guillaume Dauduc,"Jefferson, LA",LA,23,M,Clement,Mulatto,6/30/1859,1,0,1,0.00602698,Cash,0.07477,660,1
5566,St. Landry,Dominique Lallande,"St. Landry, LA",LA,New Orleans,Jean Fisse,"New Orleans, LA",LA,48,M,George,Mulatto,6/22/1859,1,0,1,0.00602698,Cash,0.07477,400,1
5567,New Orleans,Jean Aristide Berniard,"New Orleans, LA",LA,Jefferson,Vital Lapeyrolerie,"Jefferson, LA",LA,25,F,Elizabeth / Eliza,Negro,7/2/1859,1,3,4,0.005790818,Cash and Credit,0.07174632,2000,1
5568,New Orleans,Elizabeth Ambrosine Salles,"New Orleans, LA",LA,Natchitoches,Adelaide Roubien,"Natchitoches, LA",LA,40,F,Lovie,Negro,6/25/1859,1,0,1,0.00602698,Cash,0.07477,800,1
5569,New Orleans,Francis Anderson Boyle,"New Orleans, LA",LA,New Orleans,Henrietta Henry,"New Orleans, LA",LA,17,F,Georgiana,Griff,6/30/1859,1,0,1,0.00602698,Cash,0.07477,1350,1
5570,New Orleans,Alfred Donnaud,"New Orleans, LA",LA,New Orleans,Jane Wallace,"New Orleans, LA",LA,27,F,Flora,Negro,5/31/1859,1,0,1,0.00602698,Cash,0.07477,1230,1
5571,St. Mary,Edward Palfrey,"St. Mary, LA",LA,Hamburg,Richard Marion Owings,"Hamburg, SC",SC,17,F,Louisa,Unknown,6/29/1859,2,0,2,0.00602698,Cash,0.07477,1300,2
5572,New Orleans,Joseph Elliot,"New Orleans, LA",LA,St. Louis,Anthony Weisemann,"St. Louis, MO",MO,30,M,Jim Barnes,Griff,6/28/1859,1,0,1,0.00602698,Cash,0.07477,1350,1
5573,New Orleans,Gustavus A. Breaux,"New Orleans, LA",LA,New Orleans,Charles Ramos,"New Orleans, LA",LA,45,M,Amos,Negro,7/1/1859,1,0,1,0.00602698,Cash,0.07477,800,1
5574,New Orleans,Caprais Felcide Canon,"New Orleans, LA",LA,New Orleans,Laurent Roger,"New Orleans, LA",LA,52,F,Jane / Eugene,Negro,6/30/1859,1,0,1,0.00602698,Cash,0.07477,400,1
5575,New Orleans,Nancy Scott,"New Orleans, LA",LA,New Orleans,William Martin,"New Orleans, LA",LA,39,F,Peggy Davis,Mulatto,7/6/1859,1,0,1,0.00602698,Cash,0.07477,750,1
5576,New Orleans,Leonide Duperu,"New Orleans, LA",LA,New Orleans,Elie Farault Lavillebeurre,"New Orleans, LA",LA,20,F,Sally,Mulatto,7/5/1859,1,0,1,0.00602698,Cash,0.07477,1400,1
5577,Iberville,Emile L. Ligur,"Iberville, LA",LA,Richmond,Jeremiah Smith,"Richmond, VA",VA,20,M,Henry,Griff,7/6/1859,16,0,16,0.00602698,Cash,0.07477,1500,16
5578,Iberville,Emile L. Ligur,"Iberville, LA",LA,Richmond,Jeremiah Smith,"Richmond, VA",VA,18,F,Letty,Griff,7/6/1859,1,0,1,0.00602698,Cash,0.07477,1300,1
5579,St. John,Jean Lacaze,"St. John, LA",LA,New Orleans,Polymmia Rochefort,"New Orleans, LA",LA,19,F,Beloscine,Negro,7/7/1859,1,0,1,0.00602698,Cash,0.07477,1000,1
5580,New Orleans,Joseph Brugere,"New Orleans, LA",LA,New Orleans,Joseph Chardon,"New Orleans, LA",LA,45,F,Jane,Negro,7/6/1859,1,0,1,0.00602698,Cash,0.07477,875,1
5581,New Orleans,Paulin Durel,"New Orleans, LA",LA,New Orleans,Joseph Oscar Theard,"New Orleans, LA",LA,40,F,Jane / Mary,Negro,7/9/1859,1,0,1,0.00602698,Cash,0.07477,1000,1
5582,New Orleans,Daniel Monroe,"New Orleans, LA",LA,Tchula,Charles H. Jonas,"Tchula, MS",MS,30,F,Mary,Negro,7/26/1859,1,0,1,0.00602698,Cash,0.07477,800,1
5583,New Orleans,David Resolve Godwin,"New Orleans, LA",LA,New Orleans,Irene Gomez,"New Orleans, LA",LA,15,F,Charlotte,Griff,7/27/1859,1,0,1,0.00602698,Cash,0.07477,850,1
5584,New Orleans,James Arthur Blanc,"New Orleans, LA",LA,Pascagoula,Henriette Colson,"Pascagoula, MS",MS,18,F,Catherine,Griff,7/14/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
5585,Jefferson,Paul Mouchon,"Jefferson, LA",LA,Unknown,Charles Lucien,"Unknown, Unknown",Unknown,29,F,Louise,Negro,7/26/1859,1,0,1,0.006202525,Credit,0.07702264,550,1
5586,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,New Orleans,George Washington Murphy,"New Orleans, LA",LA,21,F,Jane Freeman,Griff,7/26/1859,1,0,1,0.00602698,Cash,0.07477,1000,1
5587,New Orleans,Bernard Nautre,"New Orleans, LA",LA,New Orleans,Seraphin Maspereau,"New Orleans, LA",LA,37,F,Randal,Mulatto,8/1/1859,1,0,1,0.00602698,Credit,0.07477,6325.73,1
5588,New Orleans,Auguste Pino,"New Orleans, LA",LA,New Orleans,James Payne Thomas,"New Orleans, LA",LA,16.5,M,Manuel,Negro,8/9/1859,1,0,1,0.00602698,Cash,0.07477,1300,1
5589,Assumption,Joseph Martin,"Assumption, LA",LA,St. John,Theodule Roussel,"St. John, LA",LA,22,F,Elmina,Mulatto,8/6/1859,3,0,3,0.00587886,Cash and Credit,0.07287264,250,1
5590,Unknown,Unknown Unknown,"Unknown, Unknown",Unknown,New Orleans,Jean Baptiste Marmouzer,"New Orleans, LA",LA,37,F,Marie Merana,Griff,8/10/1859,1,2,3,0.00602698,Emancipation,0.07477,0,1
5591,Unknown,Cornelius McCorwick,"Unknown, Unknown",Unknown,Unknown,Georgiana Vosse,"Unknown, Unknown",Unknown,22,F,Milly / Amelia,Negro,6/18/1859,1,1,2,0.00602698,Cash,0.07477,1200,1
5592,New Orleans,Etienne Perrot,"New Orleans, LA",LA,New Orleans,William Beste,"New Orleans, LA",LA,32,F,Martine,Negro,7/30/1859,1,0,1,0.00602698,Cash,0.07477,600,1
5593,New Orleans,Thomas Finney,"New Orleans, LA",LA,New Orleans,Heirs of Mary Thompson Unknown,"New Orleans, LA",LA,28,M,Aleck / Alexander,Unknown,8/9/1859,2,0,2,0.00587886,Cash and Credit,0.07287264,2000,1
5594,Unknown,William Jackson Maynard,"Unknown, Unknown",Unknown,Unknown,A. G. Dickenson,"Unknown, Unknown",Unknown,45,F,Eliza,Unknown,5/30/1859,1,0,1,0.00602698,Cash,0.07477,200,1
5595,New Orleans,Patrick Irwin,"New Orleans, LA",LA,Montgomery,Edwin Barnard,"Montgomery, AL",AL,28,F,Mary,Dark Griff,8/13/1859,1,0,1,0.006114795,Credit,0.07589632,1175.88,1
5596,New Orleans,Caroline Gunthier,"New Orleans, LA",LA,New Orleans,Adolphe Menuet,"New Orleans, LA",LA,11,M,Louis,Negro,8/15/1859,1,0,1,0.00602698,Cash,0.07477,1025,1
5597,New Orleans,Louise Masson,"New Orleans, LA",LA,New Orleans,Rose Rivas,"New Orleans, LA",LA,25,M,Auguste,Griff,8/13/1859,1,0,1,0.00602698,Cash,0.07477,600,1
5598,New Orleans,Catherine Anna Lobit,"New Orleans, LA",LA,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,21,F,Jane Freeman,Griff,8/15/1859,1,0,1,0.00602698,Cash,0.07477,1500,1
5599,New Orleans,Albert Converse,"New Orleans, LA",LA,New Orleans,George Heation,"New Orleans, LA",LA,26,M,John Morris,Negro,8/13/1859,1,0,1,0.005790818,Cash and Credit,0.07174632,1550,1
5600,Jefferson,Paul Jules Fazende,"Jefferson, LA",LA,Munroe County,William A. Blanchard,"Munroe County, MS",MS,30,M,William,Mulatto,5/19/1859,2,0,2,0.00602698,Cash,0.07477,900,2
5601,New Orleans,Robert Watson,"New Orleans, LA",LA,Pope,Robert Morris,"Pope, IL",IL,22,M,Abraham,Negro,8/11/1859,2,0,2,0.00602698,Cash,0.07477,1750,1
5602,New Orleans,Arestine Dordal,"New Orleans, LA",LA,New Orleans,Laura Louise Baron,"New Orleans, LA",LA,36,F,Marie / Mary,Negro,8/17/1859,1,1,2,0.00602698,Cash,0.07477,1075,1
5603,New Orleans,Edouard Lee,"New Orleans, LA",LA,New Orleans,Justine Boisblanc,"New Orleans, LA",LA,19,F,Celestine,Creole Negro,8/./1859,1,0,1,0.00602698,Cash,0.07477,1000,1
5604,New Orleans,Matthew Jules Bujac,"New Orleans, LA",LA,New Orleans,Charles A. Hensler,"New Orleans, LA",LA,30,M,Jeffray,Negro,7/2/1859,1,0,1,0.006114795,Credit,0.07589632,1200,1
5605,New Orleans,Francis Thomas,"New Orleans, LA",LA,New Orleans,Patsy Maynes,"New Orleans, LA",LA,53,M,Sam,Negro,8/17/1859,1,0,1,0.00587886,Cash and Credit,0.07287264,525,1
5606,New Orleans,Olympe Nouchet,"New Orleans, LA",LA,New Orleans,Josephine Boye,"New Orleans, LA",LA,23,M,William,Dark Griff,8/18/1859,1,0,1,0.00602698,Cash,0.07477,750,1
5607,New Orleans,Adolphe Menuet,"New Orleans, LA",LA,New Orleans,Julia R. Eames,"New Orleans, LA",LA,22,F,Sylvia,Black,8/19/1859,1,0,1,0.00602698,Cash,0.07477,975,1
5608,Unknown,Morgan Robert Hughes,"Unknown, Unknown",Unknown,Unknown,John F. Hughes,"Unknown, Unknown",Unknown,45,M,Jessey,Negro,7/12/1859,1,0,1,0,Cash and Credit,0,930,1
5609,Unknown,Nathan Stephens,"Unknown, Unknown",Unknown,Unknown,C. C. Bier,"Unknown, Unknown",Unknown,30,F,Alice Ann,Unknown,8/13/1859,3,0,3,0.00602698,Cash,0.07477,1650,3
5610,Unknown,Nathan Stephens,"Unknown, Unknown",Unknown,Unknown,C. C. Bier,"Unknown, Unknown",Unknown,37,M,Martin,Unknown,8/13/1859,3,0,3,0.00602698,Cash,0.07477,1350,3
5611,Unknown,Nathan Stephens,"Unknown, Unknown",Unknown,Unknown,C. C. Bier,"Unknown, Unknown",Unknown,37,M,Jim,Unknown,8/13/1859,3,0,3,0.00602698,Cash,0.07477,1350,3
5612,New Orleans,Thomas Simms,"New Orleans, LA",LA,New Orleans,James White,"New Orleans, LA",LA,14,F,Rachel,Negro,8/9/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
5613,Pattersonville,Sidney L. Gee,"Pattersonville, LA",LA,New Orleans,William McLary Goodrich,"New Orleans, LA",LA,23,F,Caroline,Unknown,8/6/1859,1,2,3,0.00602698,Cash,0.07477,1100,1
5614,New Orleans,Alcee Jacques Villere,"New Orleans, LA",LA,New Orleans,Eliza Robert,"New Orleans, LA",LA,25,F,Mathilda,Negro,8/23/1859,1,0,1,0.006085532,Credit,0.07552088,1000,1
5615,New Orleans,Louise Felicie Communy,"New Orleans, LA",LA,New Orleans,Francisco Jara,"New Orleans, LA",LA,38,F,Thereze,Mulatto,8/23/1859,1,0,1,0.00602698,Cash,0.07477,1100,1
5616,Unknown,Francis Anthony Kinberger,"Unknown, Unknown",Unknown,Unknown,Charles Patterson,"Unknown, Unknown",Unknown,40,F,Maria,Unknown,8/15/1859,1,0,1,0.00587886,Cash and Credit,0.07287264,555,1
5617,New Orleans,Zoe Ann Henry,"New Orleans, LA",LA,Hancock,Rosina M. C. Wright,"Hancock, IL",IL,28,F,Patsey,Unknown,8/20/1859,1,1,2,0.006085532,Credit,0.07552088,1000,1
5618,New Orleans,Jules Poree,"New Orleans, LA",LA,New Orleans,Minors of Drauzin Fortier Unknown,"New Orleans, LA",LA,18,F,Carmelite,Mulatto,8/23/1859,1,0,1,0.00602698,Cash,0.07477,1500,1
5619,New Orleans,Julien Bouny,"New Orleans, LA",LA,Unknown,Louise Hardouin,"Unknown, Unknown",Unknown,38,F,Ann,Negro,8/18/1859,1,0,1,0.00602698,Cash,0.07477,510,1
5620,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,Unknown,Jean Henri Parlange,"Unknown, Unknown",Unknown,46,F,Maria,Griff,8/18/1859,1,1,2,0.00602698,Cash,0.07477,1000,1
